Code,Year,NOx,SO2,CO,BC,NH3,NMVOC,Air pollution emissions
PHL,2017,654252.2,737935.0,3627374.2,50221.8,514077.12,1324204.6,6908064.92
PHL,2018,664074.06,756795.94,3599778.0,49856.426,521340.2,1337735.1,6929579.726
PHL,2019,693023.75,793375.7,3602524.0,49681.69,527847.9,1353931.9,7020384.940000001
PHL,2020,634127.56,767860.9,3404172.8,45156.79,531542.1,1308884.6,6691744.75
POL,2001,814027.6,1282074.1,3167920.5,30360.516,378444.34,790847.1,6463674.1559999995
POL,2002,780702.94,1210143.9,3170797.0,30824.63,393384.4,800847.4,6386700.2700000005
POL,2003,793515.8,1168200.6,3021656.2,30959.682,391769.75,768520.56,6174622.592
POL,2004,804991.5,1147474.5,3044111.0,31426.004,371768.1,794850.4,6194621.504
POL,2005,831790.7,1128513.4,3062451.0,32532.775,397766.62,790742.75,6243797.245
POL,2006,840375.8,1198714.9,3304265.0,33060.387,406972.2,849863.06,6633251.347000001
POL,2007,830881.75,1109340.5,3063997.0,32720.04,415825.2,826933.25,6279697.74
POL,2008,798560.5,876816.8,3158872.0,33201.254,389740.1,849950.94,6107141.593999999
POL,2009,784737.1,757670.6,3121038.8,33633.32,391084.03,801269.44,5889433.290000001
POL,2010,811702.9,824114.44,3402102.2,35341.94,387574.5,770154.9,6230990.880000001
POL,2011,788069.94,775719.0,3083578.5,33933.03,381625.0,761737.3,5824662.77
POL,2012,752602.56,746142.75,3104539.5,33157.87,384407.66,739663.56,5760513.9
POL,2013,707320.4,701835.56,2995855.0,31134.156,368599.25,691807.75,5496552.116
POL,2014,690340.1,653449.44,2874964.8,30099.441,361198.25,703238.94,5313290.970999999
POL,2015,685256.2,637912.44,2838396.8,31235.244,369547.88,727194.0,5289542.563999999
POL,2016,694593.9,517782.5,2970734.0,33221.74,382669.84,737454.3,5336456.279999999
POL,2017,727544.06,504827.1,2951197.8,35145.723,393703.47,738811.3,5351229.453
POL,2018,643998.7,479621.12,3093508.5,33897.344,386334.03,749600.6,5386960.294
POL,2019,603181.1,395579.72,2712144.5,31625.037,385076.72,724317.9,4851924.977
POL,2020,566906.3,384629.8,2578776.0,30027.598,388047.25,744882.5,4693269.448000001
PRT,2001,292787.75,274902.97,609391.4,7557.5454,70093.31,214892.92,1469625.8954
PRT,2002,299234.34,274089.9,527914.2,7426.9897,67798.46,209623.19,1386087.0797
PRT,2003,274556.8,182112.42,492826.6,6795.6025,64991.598,199102.98,1220386.0005
PRT,2004,276841.16,185293.95,463818.0,6921.996,64445.65,191401.42,1188722.176
PRT,2005,275874.94,186460.7,405967.25,6906.959,63549.023,180580.31,1119339.182
PRT,2006,249664.8,161678.33,374092.44,6291.872,62191.438,173654.75,1027573.63
PRT,2007,247931.5,160361.5,347795.22,6293.978,61730.066,168381.22,992493.4839999999
PRT,2008,229794.42,107401.055,322745.22,5842.414,60170.383,158731.73,884685.222
PRT,2009,220836.03,76222.375,304318.72,5843.0107,58595.74,144634.58,810450.4556999999
PRT,2010,197857.58,64818.03,288238.44,5446.6978,58588.832,146023.05,760972.6298
PRT,2011,180912.19,59441.33,265292.03,4932.72,57596.65,137577.39,705752.31
PRT,2012,166724.92,54325.2,303237.28,4346.9595,57844.71,131766.47,718245.5395
PRT,2013,162586.17,50033.97,284808.6,4119.6265,57120.64,130596.88,689265.8865
PRT,2014,155795.36,43719.004,268997.84,4020.514,57154.867,136521.11,666208.6950000001
PRT,2015,158849.86,45668.414,271058.4,3949.0286,58431.758,136624.75,674582.2106
PRT,2016,152509.98,47073.723,260925.3,3735.5413,58381.44,133814.11,656440.0943
PRT,2017,153929.34,47431.73,258768.61,3597.7976,59576.562,134498.86,657802.8995999999
PRT,2018,149004.42,46244.89,241402.47,3395.1829,60870.797,137218.64,638136.3999000001
PRT,2019,142376.55,45101.56,238445.81,3264.3906,62171.72,135601.78,626961.8106
PRT,2020,125599.84,37092.492,221148.31,2894.2961,62679.582,145727.28,595141.8001
PRI,2001,17412.67,203843.44,33177.71,889.29706,9434.461,26916.227,291673.80506
PRI,2002,17258.254,60538.234,31863.912,622.5966,9083.206,26585.639,145951.8416
PRI,2003,17503.203,78262.07,30960.455,611.3638,8454.579,26254.223,162045.89380000002
PRI,2004,16545.559,81787.945,29776.662,592.0867,8032.8506,25543.904,162279.00730000003
PRI,2005,16254.803,81778.91,29037.95,611.3057,8540.798,26049.443,162273.2097
PRI,2006,16334.249,84342.28,28650.447,629.2573,7997.2104,25880.17,163833.6137
PRI,2007,15699.822,86743.945,28109.59,624.2634,8126.983,25823.025,165127.62840000002
PRI,2008,15726.327,86459.93,26101.543,623.7396,8127.873,25645.797,162685.2096
PRI,2009,14717.498,81968.26,24774.7,626.2431,8071.353,25647.273,155805.3271
PRI,2010,14380.014,76341.34,23916.979,623.5884,8191.8,25802.982,149256.70339999997
PRI,2011,9926.1,55706.71,18875.557,387.90964,8089.9067,25415.002,118401.18534
PRI,2012,14446.413,58632.285,19522.082,425.50076,8110.9585,25347.633,126484.87225999999
PRI,2013,15295.326,58079.4,19001.07,414.14798,7983.103,25257.799,126030.84598
PRI,2014,15017.429,58046.562,18142.76,403.38324,8005.3257,25178.225,124793.68493999998
PRI,2015,14779.438,57925.598,17888.264,408.99734,7748.314,25222.74,123973.35134
PRI,2016,14430.899,57349.566,17133.43,409.4532,7747.702,25270.678,122341.7282
PRI,2017,9252.815,32337.992,13857.611,411.57455,7842.3633,25296.56,88998.91585
PRI,2018,8968.26,31930.79,13223.186,419.75888,7869.271,25323.326,87734.59188
PRI,2019,8809.412,30785.71,12770.206,426.19952,7866.9434,25291.23,85949.70092
PRI,2020,8082.2026,29313.326,11211.262,380.40994,7860.928,25165.37,82013.49854
QAT,2001,55038.984,182567.3,94832.484,2287.625,5193.643,230261.56,570181.5959999999
QAT,2002,73585.25,392834.16,96977.72,1071.9996,4801.2397,236236.0,805506.3693
QAT,2003,72983.46,397996.72,106741.18,5003.0054,4757.279,260250.0,847731.6444
QAT,2004,74998.65,380907.72,107110.42,4985.0825,5275.854,267812.4,841090.1265000001
QAT,2005,81171.73,298878.88,108802.805,5026.7505,6093.5493,274538.44,774512.1548
QAT,2006,89346.945,417308.56,108741.42,4615.3906,6215.9604,282372.66,908600.936
QAT,2007,110789.72,582342.9,103349.84,5139.915,6541.585,298152.44,1106316.4
QAT,2008,122335.42,472172.7,115446.79,5869.4507,6963.08,339878.8,1062666.2407
QAT,2009,120119.125,335924.06,114912.336,6072.629,7272.7905,340789.34,925090.2804999999
QAT,2010,134822.2,324682.8,127056.945,2944.5159,7568.8096,393940.5,991015.7705000001
QAT,2011,133938.34,320523.4,179363.36,2526.3489,7758.6465,439341.0,1083451.0954
QAT,2012,150512.61,272293.4,199838.27,2999.586,8043.258,458894.44,1092581.564
QAT,2013,157020.44,405330.0,198258.92,2661.776,8445.039,464945.6,1236661.775
QAT,2014,180484.55,300994.5,210483.23,3092.3608,8505.713,464896.78,1168457.1338
QAT,2015,191652.14,306154.0,204911.86,3217.4807,8702.412,455894.47,1170532.3627
QAT,2016,191219.94,207499.66,206439.53,2837.0056,9281.796,480693.56,1097971.4916
QAT,2017,197788.17,499124.72,204990.14,2908.7222,9589.705,473402.1,1387803.5572
QAT,2018,186914.97,405088.9,193344.39,2550.7607,8871.912,466816.03,1263586.9627
QAT,2019,192738.55,181869.05,194989.12,2340.493,9093.083,468063.03,1049093.326
QAT,2020,183791.97,183313.62,185905.12,2310.0417,9108.847,466069.78,1030499.3786999999
REU,2001,16140.719,27067.291,29082.086,1832.0675,4348.8594,11474.393,89945.4159
REU,2002,16839.752,25129.682,31628.832,1827.4172,4425.2007,11876.227,91727.1109
REU,2003,16784.408,25237.55,33404.957,1707.1471,4564.6514,12204.674,93903.38750000001
REU,2004,18665.537,25846.906,35880.215,1887.1685,4626.0513,12765.082,99670.9598
REU,2005,17678.334,20773.008,32898.355,1958.5299,4624.2085,12679.571,90612.0064
REU,2006,17055.287,22135.213,31283.326,2011.3737,4674.8384,12528.08,89688.11809999999
REU,2007,15715.164,24255.627,29203.764,2020.8933,4744.28,12339.078,88278.80629999998
REU,2008,17972.684,22714.55,31391.912,1997.0469,4859.755,12933.564,91869.5119
REU,2009,19428.182,23521.82,33335.5,2126.4873,4874.33,13319.26,96605.5793
REU,2010,20836.576,24668.223,34350.37,2109.6028,4785.885,13812.599,100563.25579999998
REU,2011,20797.316,20107.623,31865.525,1988.7684,4728.867,13290.162,92778.2614
REU,2012,19526.697,19811.299,29456.035,2105.8306,4804.8105,13033.997,88738.6691
REU,2013,18364.76,16308.266,26656.61,2097.4666,4762.039,12709.146,80898.28760000001
REU,2014,19569.453,18012.725,28268.895,2068.504,4869.3486,13075.703,85864.6286
REU,2015,22080.074,18026.422,30727.816,2173.483,4923.3438,13556.103,91487.24180000002
REU,2016,24447.566,18171.604,33380.54,2231.0596,5042.8438,14175.618,97449.23139999999
REU,2017,26342.29,20959.748,35739.21,2362.3171,5106.941,14666.609,105177.1151
REU,2018,27064.672,21647.916,35755.633,2451.5247,5158.37,14647.713,106725.8287
REU,2019,28840.352,22249.352,39882.336,2564.926,5202.7188,15437.863,114177.54780000001
REU,2020,29464.885,21876.068,40021.926,2679.7888,5237.5093,15416.112,114696.28909999998
ROU,2001,331766.1,511184.6,1032880.25,8420.289,179998.1,268632.56,2332881.899
ROU,2002,335425.12,510460.94,1037862.94,8718.167,178192.78,270441.03,2341100.977
ROU,2003,337670.16,589651.2,1094945.1,9139.456,178422.05,284676.1,2494504.066
ROU,2004,340848.1,561135.7,1197894.6,9750.981,185294.3,293714.16,2588637.841
ROU,2005,327404.8,605722.8,1224916.0,9852.888,190534.06,294747.28,2653177.8279999997
ROU,2006,326789.4,650676.5,1136551.1,9755.646,192490.14,278931.3,2595194.086
ROU,2007,311038.8,520440.88,1116011.2,10336.454,206210.75,258722.14,2422760.224
ROU,2008,305734.28,524744.94,1158060.0,11123.76,207808.1,277646.3,2485117.38
ROU,2009,253714.8,443130.3,1043931.06,10404.929,201982.11,248697.31,2201860.509
ROU,2010,241085.48,356867.53,951686.06,10449.944,194938.67,237922.1,1992949.784
ROU,2011,255103.78,329764.3,889444.7,10317.137,210424.05,231552.53,1926606.497
ROU,2012,247060.39,259959.89,884768.75,10638.092,202440.48,229563.84,1834431.442
ROU,2013,223619.39,209917.25,839254.3,9806.307,199285.9,218330.53,1700213.677
ROU,2014,217106.11,182942.88,866139.5,9683.649,202022.48,218197.31,1696091.929
ROU,2015,215391.48,150972.86,834333.94,9511.964,215761.33,215331.84,1641303.4139999999
ROU,2016,207098.81,100105.07,816825.6,9498.223,219717.95,208214.33,1561459.983
ROU,2017,215926.84,81213.29,804668.44,9625.756,220594.94,211392.02,1543421.2859999998
ROU,2018,214564.55,73827.54,812483.5,9543.116,218252.92,206675.0,1535346.6259999997
ROU,2019,210727.75,88711.83,807246.4,9306.923,215797.7,206915.55,1538706.153
ROU,2020,197450.44,63683.8,787350.9,8995.655,212705.52,206126.05,1476312.365
RUS,2001,4902426.0,6025250.5,7562457.5,163260.22,1161214.0,3320867.5,23135475.72
RUS,2002,4818950.5,5782175.5,7402983.5,162859.38,1150552.4,3335917.8,22653439.08
RUS,2003,4786363.5,5684448.5,7371847.0,169167.38,1140803.0,3382499.0,22535128.38
RUS,2004,4719167.0,5365785.5,7415478.5,163523.88,1094703.4,3347543.8,22106202.08
RUS,2005,4605397.0,5190133.0,7041999.0,167200.58,1037061.25,3311092.8,21352883.63
RUS,2006,4704059.5,5001714.5,7242988.5,172100.97,1019938.75,3394902.2,21535704.419999998
RUS,2007,4574019.5,5059003.0,7242152.0,175590.47,1064362.9,3320407.2,21435535.069999997
RUS,2008,4586199.0,5548970.5,7504232.5,193259.66,1101405.5,3318372.5,22252439.66
RUS,2009,4347432.5,5436679.0,6940034.0,183900.19,1094520.0,3223292.2,21225857.89
RUS,2010,4431711.5,5521889.0,7255897.5,173021.23,1103024.6,3259964.0,21745507.830000002
RUS,2011,4594124.5,5739174.5,7330175.0,176574.55,1108805.0,3273975.8,22222829.35
RUS,2012,4655648.5,5920617.0,8014995.5,192112.64,1124435.5,3362404.5,23270213.64
RUS,2013,4488740.5,5284880.0,7613355.5,177230.78,1143428.8,3336539.5,22044175.080000002
RUS,2014,4363518.5,5243547.0,7707816.5,175023.33,1139984.6,3333877.8,21963767.73
RUS,2015,4240416.0,5245939.0,7462395.0,178103.81,1175516.9,3309803.5,21612174.209999997
RUS,2016,4062952.2,5129025.0,7207532.0,175690.7,1195703.8,3317246.0,21088149.7
RUS,2017,4093104.2,4916129.0,6997737.5,169911.94,1180401.5,3336476.2,20693760.34
RUS,2018,4272048.5,5497041.0,7104600.0,174132.78,1197425.6,3420098.0,21665345.880000003
RUS,2019,4467538.0,5453469.0,7074076.0,186208.27,1196447.5,3454632.5,21832371.27
RUS,2020,4233647.0,5289739.0,6892079.0,182652.62,1194195.6,3404186.5,21196499.72
RWA,2001,10557.583,3797.6404,311344.06,7947.3403,30063.342,74582.77,438292.7357
RWA,2002,10826.309,4163.5464,314399.06,8024.856,30819.834,76004.29,444237.8953999999
RWA,2003,10864.753,3787.861,313595.12,7977.1484,31986.281,76990.86,445202.0234
RWA,2004,11158.502,3717.4685,314850.34,7985.2686,33615.965,77963.484,449291.02810000005
RWA,2005,11525.024,3758.593,313794.7,6995.4385,34967.54,79607.266,450648.5615
RWA,2006,12013.837,3847.2952,315117.38,7162.624,37026.85,80248.53,455416.51619999995
RWA,2007,12126.207,3580.9077,317609.12,7289.931,38400.496,81588.09,460594.7516999999
RWA,2008,12576.194,3612.799,319056.47,7449.178,39651.125,82777.86,465123.626
RWA,2009,12959.482,3742.5312,321524.62,7739.803,40969.555,84253.14,471189.1312
RWA,2010,13186.03,4217.0503,322430.94,7907.0117,42441.68,85398.734,475581.44599999994
RWA,2011,14622.561,4243.321,323311.7,8117.7188,42529.027,86369.914,479194.24179999996
RWA,2012,15043.88,4693.797,329467.0,8371.182,44995.156,88488.17,491059.18500000006
RWA,2013,15240.673,4948.4175,327202.84,8572.338,45612.438,89741.516,491318.22250000003
RWA,2014,15255.577,5012.716,322249.7,8631.378,45842.293,89606.7,486598.36400000006
RWA,2015,16232.95,4071.1533,326050.1,8742.669,50929.03,90936.2,496962.10229999997
RWA,2016,15912.497,4232.1216,328527.75,8689.452,52198.94,91849.734,501410.4946
RWA,2017,16963.268,5292.037,336960.9,8833.91,53470.156,94253.65,515773.921
RWA,2018,17206.004,5891.7197,347603.78,9041.599,53528.2,96747.07,530018.3727
RWA,2019,17677.445,5288.1514,355694.0,9278.223,54752.625,99140.945,541831.3894
RWA,2020,16761.1,4914.8276,365747.56,9595.169,56073.4,101655.49,554747.5466
KNA,2001,2699.9153,1825.3164,3458.6055,29.990421,213.46442,727.5819,8954.873941
KNA,2002,2807.139,501.89502,3256.563,28.046074,215.59503,711.9482,7521.186324
KNA,2003,3087.394,584.9604,3445.2522,28.246693,218.52684,734.16473,8098.544862999999
KNA,2004,3331.8533,637.38983,3764.5764,28.104166,219.71208,742.2864,8723.922176
KNA,2005,3130.0647,659.07196,3569.8728,28.237953,225.76166,717.8095,8330.818573
KNA,2006,2760.959,674.34863,3137.745,28.96039,234.91373,642.32214,7479.248890000001
KNA,2007,2850.0276,752.12915,3132.473,29.386442,245.91122,642.24316,7652.170572
KNA,2008,2895.5537,796.79596,3109.5432,30.072289,248.203,643.5027,7723.670849
KNA,2009,3219.457,835.1368,3481.4375,30.964527,250.74551,698.8059,8516.547236999999
KNA,2010,3668.1765,787.1771,3463.8928,31.791676,253.17975,722.51776,8926.735586
KNA,2011,3619.3784,478.02795,3941.724,26.911638,262.32358,801.08374,9129.449308
KNA,2012,3709.2761,547.78613,3729.0437,28.305271,236.49644,784.16986,9035.077501
KNA,2013,3760.0105,541.2523,3887.5957,28.623789,238.14668,812.6495,9268.278468999999
KNA,2014,3707.61,519.843,3857.8367,28.996908,235.65117,827.61304,9177.550818
KNA,2015,3779.588,535.7425,3918.1443,29.010368,239.97002,827.3331,9329.788288
KNA,2016,3741.2327,531.8469,3819.8833,28.877592,239.49748,813.1475,9174.485472
KNA,2017,3649.8186,553.21564,3766.1606,28.972311,241.25844,806.9961,9046.421691000001
KNA,2018,3702.0618,546.39526,3780.1104,29.041723,244.1384,810.3947,9112.142283000001
KNA,2019,3668.8357,527.48926,3773.0771,29.0836,246.04031,808.1851,9052.711070000001
KNA,2020,3384.4932,502.5701,3390.8208,27.880625,246.34555,747.59186,8299.702135
LCA,2001,4895.722,2405.5754,8115.8096,82.13037,610.57745,1826.8022,17936.61702
LCA,2002,4340.444,588.6668,6945.103,78.06199,620.12067,1692.287,14264.683460000002
LCA,2003,5168.1704,681.2032,7616.125,78.269485,652.1647,1799.736,15995.668785
LCA,2004,5242.159,681.2875,7796.397,76.93239,670.60156,1780.3711,16247.748549999998
LCA,2005,5368.3477,695.5305,7881.9717,76.28353,684.7747,1796.6108,16503.518930000002
LCA,2006,5190.4487,684.84106,7087.768,76.986465,676.3249,1726.0588,15442.427925
LCA,2007,5259.228,754.7726,6997.086,78.11428,742.26654,1744.0234,15575.49082
LCA,2008,5479.7505,819.3625,7067.4326,79.895004,741.12683,1743.108,15930.675434
LCA,2009,5731.0835,821.3829,7582.0483,81.94088,748.3314,1824.4545,16789.24148
LCA,2010,6403.007,805.213,7766.505,85.51547,754.81445,1899.2401,17714.295019999998
LCA,2011,5829.9053,506.41177,8573.522,76.360695,763.5889,2036.2728,17786.061465000002
LCA,2012,5993.985,576.6196,8277.456,79.75434,769.26733,2020.7012,17717.783470000002
LCA,2013,6116.3,570.9482,8616.95,81.03804,931.3198,2083.255,18399.81104
LCA,2014,5999.2266,550.789,8599.683,82.357414,987.86017,2118.9573,18338.873484
LCA,2015,6141.3896,566.61346,8735.483,82.78757,974.15137,2119.0977,18619.5227
LCA,2016,6011.8315,562.759,8519.207,82.725975,947.4306,2093.0962,18217.050275
LCA,2017,5856.726,584.1986,8447.759,83.46746,968.84937,2086.6704,18027.67083
LCA,2018,5998.133,577.4622,8527.303,83.62456,975.6506,2096.5989,18258.77226
LCA,2019,5937.1074,558.73663,8555.686,83.99493,981.82446,2098.196,18215.545420000002
LCA,2020,5468.5674,533.8284,7867.928,81.37691,984.3664,1990.2811,16926.34821
SPM,2001,566.44037,353.3853,616.9956,1.4666805,21.959974,115.32342,1675.5713445
SPM,2002,550.5274,92.99292,567.1295,1.0561455,24.115444,109.163376,1344.9847855
SPM,2003,662.61847,111.44548,653.36273,1.1173005,26.856274,120.523186,1575.9234405
SPM,2004,640.94543,106.403046,575.6994,1.0269963,26.771416,109.57878,1460.4250683000002
SPM,2005,665.0183,111.40219,592.94183,1.125507,27.143959,109.36022,1506.992006
SPM,2006,660.9637,113.67376,545.56506,1.202475,29.753815,103.24528,1454.4040900000002
SPM,2007,684.6901,120.0091,510.18903,1.2197146,30.405178,97.66051,1444.1736326
SPM,2008,710.838,127.11503,475.01126,1.3028024,31.433205,92.42436,1438.1246574
SPM,2009,758.92865,131.75955,499.40903,1.3765117,32.28136,93.59967,1517.3547717
SPM,2010,880.01904,129.54906,494.60394,1.4486771,32.638573,97.37838,1635.6376701
SPM,2011,741.84735,78.46726,565.938,0.8170691,33.786015,99.95822,1520.8139141
SPM,2012,768.58075,90.09968,522.05756,0.8931605,33.009163,95.308235,1509.9485485
SPM,2013,788.20325,88.88404,536.48364,0.8498395,33.473717,96.664085,1544.5585715000002
SPM,2014,789.1982,85.13173,555.12445,0.8106547,33.55698,98.97961,1562.8016247000003
SPM,2015,805.52057,87.80506,583.7513,0.7910278,34.02469,99.780174,1611.6728218
SPM,2016,793.3523,87.138275,571.31885,0.7830465,34.753273,99.49316,1586.8389045
SPM,2017,769.3536,90.747765,557.76776,0.77213264,35.199383,99.49335,1553.33399064
SPM,2018,768.11475,89.59926,560.30133,0.7630424,35.401405,101.89136,1556.0711474
SPM,2019,732.28375,86.36969,553.7982,0.75353414,35.610325,102.50706,1511.32255914
SPM,2020,645.4364,82.224655,471.63284,0.6602435,34.65559,97.15483,1331.7645585
VCT,2001,2195.945,1177.8616,2944.3545,25.544205,378.9827,803.5121,7526.200105
VCT,2002,2272.4126,320.95837,2717.8633,24.28923,372.66284,776.3757,6484.562040000001
VCT,2003,2625.5603,360.17447,2999.336,24.404207,356.7184,795.6696,7161.862977
VCT,2004,2912.9695,403.4882,3322.1257,24.680958,356.97318,807.3635,7827.601038
VCT,2005,2931.2766,400.53638,3330.4807,24.44645,356.85748,806.6112,7850.208810000001
VCT,2006,2785.7065,394.15466,2861.045,24.85057,365.0435,776.7741,7207.5743299999995
VCT,2007,2787.1475,429.174,2774.4363,25.119795,379.69028,777.86273,7173.430604999999
VCT,2008,2829.1643,461.56235,2735.2644,25.698778,387.1639,781.04596,7219.899688
VCT,2009,3912.701,475.09207,3945.0222,26.31099,400.10553,954.57196,9713.80375
VCT,2010,3275.2612,450.803,2947.2842,27.07021,386.23267,844.25446,7930.90574
VCT,2011,2781.3833,277.95804,3079.9937,20.705053,376.65317,871.8657,7408.5589629999995
VCT,2012,3334.5442,318.31042,3431.4844,21.666208,365.32074,937.4736,8408.799567999999
VCT,2013,2916.6638,314.20767,3027.6948,21.367548,367.56348,873.03064,7520.527938
VCT,2014,2965.6885,301.55936,3102.5747,21.010437,367.06,901.1557,7659.048697000001
VCT,2015,3038.847,310.81863,3171.6208,21.234274,368.45544,900.9007,7811.876844
VCT,2016,2972.613,308.5541,3060.1821,21.170563,365.39203,885.46844,7613.380232999999
VCT,2017,2890.6792,321.10214,3023.9866,21.58068,364.16327,882.04596,7503.55785
VCT,2018,2961.83,317.15033,3063.6006,21.648918,364.33307,887.28467,7615.847588
VCT,2019,2932.9824,306.1781,3076.064,21.842842,365.2883,886.56866,7588.924302
VCT,2020,2687.2148,291.58807,2721.617,20.296854,364.43,829.71216,6914.858884000001
WSM,2001,1908.9398,1014.1096,5324.6445,93.69712,1938.4948,1763.0623,12042.948120000001
WSM,2002,2028.8156,1037.401,5309.6553,92.75005,1957.5034,1794.4431,12220.56845
WSM,2003,2112.7246,1109.0112,5354.7563,92.673836,1970.7032,1805.2318,12445.100935999999
WSM,2004,2128.905,1095.7772,5279.6943,94.4732,1979.0111,1799.966,12377.8268
WSM,2005,2171.3174,1039.7654,5332.703,91.30597,1988.633,1793.4242,12417.14897
WSM,2006,2104.7012,1064.1152,5294.8643,93.897385,1968.8741,1789.4006,12315.852785000003
WSM,2007,2042.8914,1004.7967,5298.9106,95.036385,1869.6929,1710.0449,12021.372885
WSM,2008,1953.6829,1056.3477,5511.1045,97.52522,1837.3043,1772.3164,12228.281019999999
WSM,2009,1869.5684,1083.8593,5649.175,97.28448,1717.5042,1631.5546,12048.945979999999
WSM,2010,1891.6282,1062.5676,5738.262,99.907585,1878.6755,1692.8717,12363.912585
WSM,2011,1933.165,1074.4844,5997.231,98.60126,1917.2885,1623.9834,12644.753560000001
WSM,2012,1868.435,1185.9236,5708.244,97.56107,1927.976,1585.277,12373.41667
WSM,2013,1841.9038,1129.085,5569.1406,99.52259,1950.3619,1562.9683,12152.98219
WSM,2014,1946.6469,1199.3873,5475.8564,99.03373,1976.011,1554.2604,12251.195729999998
WSM,2015,2000.3658,1286.5273,5605.242,97.91482,2005.8082,1575.85,12571.70812
WSM,2016,1992.6929,1312.5046,5321.1875,96.804054,1983.2079,1539.1194,12245.516354
WSM,2017,1861.594,1223.2495,5200.4204,95.17197,1997.9014,1523.2778,11901.61507
WSM,2018,1949.1287,1333.3882,5212.2476,96.39087,1993.7794,1519.3206,12104.255369999999
WSM,2019,1894.0483,1311.0322,5141.554,96.65041,2006.0759,1510.5,11959.86081
WSM,2020,1660.9622,1174.3068,4971.5312,92.80935,2016.28,1490.4474,11406.33695
STP,2001,568.4809,271.25647,8036.9287,184.75436,607.7311,1912.9028,11582.054330000003
STP,2002,633.6328,286.7048,8211.773,189.6919,638.1745,2002.8125,11962.789499999999
STP,2003,686.2675,315.31598,8388.655,192.83157,663.44934,2087.3323,12333.85169
STP,2004,769.864,370.27707,8608.972,201.24661,687.4195,2178.403,12816.18218
STP,2005,820.5179,411.57596,8850.424,211.989,714.9287,2293.9763,13303.41186
STP,2006,871.37695,456.9021,9013.713,219.38,729.1589,2339.1084,13629.639350000001
STP,2007,865.81287,463.7314,9146.241,223.64961,760.4623,2388.5847,13848.48188
STP,2008,962.72205,395.30743,9365.645,224.01907,794.3959,2439.6914,14181.78085
STP,2009,1052.7661,437.81662,9643.833,229.65848,821.95935,2489.6504,14675.68395
STP,2010,1120.0731,475.66107,9827.562,229.10246,827.846,2534.1755,15014.420129999999
STP,2011,1316.2305,427.2232,10128.577,218.30031,850.48456,2590.5596,15531.375170000001
STP,2012,1343.565,419.14362,9965.444,218.47316,869.10974,2587.556,15403.291519999999
STP,2013,1329.0045,394.82205,9997.352,213.14038,912.1237,2658.7803,15505.222930000002
STP,2014,1329.9083,442.15134,10084.576,207.79811,935.5246,2686.6392,15686.597549999999
STP,2015,1515.7294,484.74924,10107.784,207.32635,950.2361,2734.839,16000.664089999998
STP,2016,1656.7745,498.455,10127.188,205.5533,973.8064,2760.4338,16222.211
STP,2017,1779.1124,571.69666,10289.581,206.40718,1009.1567,2827.8716,16683.825539999998
STP,2018,1833.1066,624.10876,10196.902,205.78632,1012.79504,2850.0312,16722.72992
STP,2019,1936.4623,646.2098,10498.609,209.6641,1030.1927,2927.6436,17248.7815
STP,2020,1969.8783,660.3905,10557.227,214.20422,1048.0103,2954.72,17404.43032
SAU,2001,1179393.1,1896852.2,1381548.0,21596.258,112796.98,2482167.5,7074354.038000001
SAU,2002,1194220.2,1908050.0,1441224.0,21385.059,113227.1,2310534.0,6988640.359
SAU,2003,1199475.9,2041078.5,1384141.2,21750.367,117537.1,2594527.0,7358510.066999999
SAU,2004,1242556.0,2154236.8,1344116.5,22357.006,120228.0,2722502.5,7605996.806
SAU,2005,1305729.4,2200919.5,1270780.8,22572.863,112800.38,2799599.8,7712402.743
SAU,2006,1352169.6,2368009.0,1175231.0,23387.43,115824.16,2487926.5,7522547.6899999995
SAU,2007,1428093.2,2337358.5,1131438.8,25723.707,123552.61,2172067.2,7218234.017000001
SAU,2008,1561747.8,2573795.0,1117100.9,39481.742,109645.805,1964295.4,7366066.646999998
SAU,2009,1721081.5,2815196.2,1024475.6,38282.207,106004.31,1631190.0,7336229.817
SAU,2010,1873483.8,3232439.8,995282.5,38782.926,108097.78,1499777.1,7747863.9059999995
SAU,2011,2040007.4,3115081.2,1080177.4,42070.727,124750.36,1625108.4,8027195.487
SAU,2012,2122316.8,3191805.5,1061913.2,38898.164,132654.81,1689048.5,8236636.973999999
SAU,2013,2136479.5,3208832.0,1059228.5,38464.707,125966.57,1691881.0,8260852.277000001
SAU,2014,2343733.5,3290874.2,1060592.4,39337.008,123631.06,1716534.2,8574702.367999999
SAU,2015,2431389.0,3611178.0,1094208.1,41658.887,133191.03,1742970.4,9054595.417
SAU,2016,2395589.5,3788025.2,1068368.6,39159.8,137190.66,1788365.5,9216699.260000002
SAU,2017,2323795.0,3620278.5,1044015.25,37269.117,132595.0,1752982.0,8910934.866999999
SAU,2018,2210850.2,3219897.5,962332.4,34502.387,132000.86,1744085.2,8303668.547000001
SAU,2019,2233166.0,3069618.5,929294.2,33330.24,133667.7,1741704.5,8140781.140000001
SAU,2020,2199447.0,2864375.8,831087.5,33535.723,133585.4,1711640.0,7773671.423
SEN,2001,37614.24,28509.58,296005.97,4393.254,60895.37,103294.44,530712.854
SEN,2002,38038.97,29318.08,300460.47,4475.519,61661.156,108470.59,542424.785
SEN,2003,36653.95,28110.24,300778.25,4455.6714,60388.66,111086.32,541473.0914
SEN,2004,41131.957,32479.479,306813.66,4584.067,61305.21,114845.3,561159.673
